Apartment Size,Renter Name,Min Price,Max Price,Avg Price,Last Price,Folder Name
25,Hassan Rahman from Saudi-Arabia,450,500,466.6666666666667,450,0f7114f6-772d-4815-ba5f-8950cc822053
25,Hassan Rahman from Saudi-Arabia,500,500,500,500,1a7bd25e-21ce-4fea-9614-190404f485ba
25,Hassan Rahman from Saudi-Arabia,500,600,550,600,1d201ced-53f9-458d-9292-8748a928ee22
25,Hassan Rahman from Saudi-Arabia,500,500,500,500,21372753-1ebb-4059-83c4-f3e802df7645
25,Hassan Rahman from Saudi-Arabia,0,0,0,0,22760fdc-bc69-4324-b063-871f30a7ac0a
25,Hassan Rahman from Saudi-Arabia,700,700,700,700,2375dc93-c9c3-4910-b4fc-7c755083a594
25,Hassan Rahman from Saudi-Arabia,300,350,325,350,2a96121c-c174-4f16-8a36-7bbf7442be37
25,Hassan Rahman from Saudi-Arabia,300,400,366.6666666666667,400,2ef3b859-9a68-4669-9c3b-c39872187b12
25,Hassan Rahman from Saudi-Arabia,700,800,733.3333333333334,700,38df8ccf-c1e5-42c7-8602-21ba4e6175ab
25,Hassan Rahman from Saudi-Arabia,600,900,690,700,4e196c9c-0e7f-439e-8a3c-c113958faf4e
25,Hassan Rahman from Saudi-Arabia,450,500,475,450,51e1d423-dd93-4711-97f1-9f5b0994a6cd
25,Hassan Rahman from Saudi-Arabia,600,750,650,750,54a1d8e4-721d-46e2-95d5-c6c93c262086
25,Hassan Rahman from Saudi-Arabia,450,600,520,500,5631bd92-1a6d-47f7-b3fb-43375927a85c
25,Hassan Rahman from Saudi-Arabia,100,100,100,100,57dd3fe1-f61b-4d89-a770-681b72514ada
25,Hassan Rahman from Saudi-Arabia,500,600,533.3333333333334,600,615e26e8-f04d-4177-b010-91f907a865b4
25,Hassan Rahman from Saudi-Arabia,400,400,400,400,618efebb-5623-49c7-9f03-bc7ce91d0eee
25,Hassan Rahman from Saudi-Arabia,800,800,800,800,62736dae-4fa9-4646-a05d-cade7c037802
25,Hassan Rahman from Saudi-Arabia,800,800,800,800,692b5f92-1f41-4af2-86a9-06bb37b1fd1d
25,Hassan Rahman from Saudi-Arabia,600,600,600,600,6d1b4850-8c1a-4816-9ecd-98e537a0a09e
25,Hassan Rahman from Saudi-Arabia,700,800,766.6666666666666,800,6dad3529-20d0-45d3-a613-32c561a00894
25,Hassan Rahman from Saudi-Arabia,800,800,800,800,6eb04cac-66e4-42eb-9003-de4d4b1c2d92
25,Hassan Rahman from Saudi-Arabia,500,500,500,500,6f9cb3fb-7ff2-46bc-9d43-29e93d71289b
25,Hassan Rahman from Saudi-Arabia,700,700,700,700,7279d528-778a-43ce-952b-b706fd79b4a4
25,Hassan Rahman from Saudi-Arabia,600,800,700,800,73d83ea4-e397-4ce3-85a4-90f21e70d610
25,Hassan Rahman from Saudi-Arabia,300,300,300,300,7cba1e7c-82eb-446a-ac24-5f9aae981e28
25,Hassan Rahman from Saudi-Arabia,100,700,560,700,7eca6d88-28e2-412c-a169-3f4f3dec0bce
25,Hassan Rahman from Saudi-Arabia,0,0,0,0,800d51ce-8910-41dc-bd4c-c984a660aeb6
25,Hassan Rahman from Saudi-Arabia,800,800,800,800,8332dbee-2052-4ca4-8429-695d447ca1e3
